intervention,peak_pressure_index,mean_pressure_index,ending_pressure_index,pressure_load_index_hours,minimum_effective_do_mg_l,mean_feeding_opportunity_pct,response_readiness_hours,pressure_band,scenario_interpretation,scenario_id,hab_multiplier,mhw_delta_c,do_delta_mg_l,density_multiplier,pressure_load_reduction_pct,lowest_pressure,pareto_efficient
启动增氧,48.159,32.510467123287675,48.159,2345.1845999999996,5.7926,66.1661602739726,10,中等：持续跟踪变化,演示性增加有效溶解氧，不代表具体设备的现场增氧能力,71,1.1,0.0,0.5,1.0,14.830004992130496,False,True
转移准备（未执行）,57.488,38.168189041095886,57.488,2753.5338,4.2926,52.712156164383565,4,较高：建议加密监测,只缩短响应准备时间；未执行转移，因此不降低藻华暴露或生理压力,71,1.1,0.0,0.5,1.0,0.0,False,False
降低投喂+增氧,47.6975,32.2329602739726,47.6975,2325.1573500000004,5.867,39.959789041095895,8,中等：持续跟踪变化,联合演示降低耗氧代理负荷与提高有效溶解氧的权衡,71,1.1,0.0,0.5,1.0,15.557333997498041,True,True
维持监测,58.3555,38.705226027397266,58.3555,2792.30375,4.2329,52.07113013698631,18,较高：建议加密监测,不改变投喂或供氧，仅持续监测并保留基准轨迹,72,1.1,0.0,0.5,1.1,0.0,False,False
降低投喂40%,57.2967,38.035221917808215,57.2967,2743.92285,4.3136,31.71748493150685,12,较高：建议加密监测,降低代谢与耗氧代理负荷，同时牺牲短期摄食机会,72,1.1,0.0,0.5,1.1,1.7326517575317553,False,False
启动增氧,48.8587,32.92747671232876,48.8587,2375.27645,5.7329,65.70109452054794,10,中等：持续跟踪变化,演示性增加有效溶解氧，不代表具体设备的现场增氧能力,72,1.1,0.0,0.5,1.1,14.93488306922197,False,True
转移准备（未执行）,58.3555,38.705226027397266,58.3555,2792.30375,4.2329,52.07113013698631,4,较高：建议加密监测,只缩短响应准备时间；未执行转移，因此不降低藻华暴露或生理压力,72,1.1,0.0,0.5,1.1,0.0,False,False
降低投喂+增氧,48.3437,32.61662876712328,48.3437,2352.8420499999997,5.8136,39.71632602739726,8,中等：持续跟踪变化,联合演示降低耗氧代理负荷与提高有效溶解氧的权衡,72,1.1,0.0,0.5,1.1,15.738320016223174,True,True
维持监测,60.9877,40.354647945205485,60.9877,2911.39545,3.3731,46.98472602739726,18,较高：建议加密监测,不改变投喂或供氧，仅持续监测并保留基准轨迹,73,1.1,0.4,-0.5,0.9,0.0,False,False
降低投喂40%,60.0313,39.741200000000006,60.0313,2867.09195,3.439,28.45556301369863,12,较高：建议加密监测,降低代谢与耗氧代理负荷，同时牺牲短期摄食机会,73,1.1,0.4,-0.5,0.9,1.5217273215151856,False,False
启动增氧,53.5676,35.782443835616434,53.5676,2581.3346,4.8731,58.40424657534247,10,较高：建议加密监测,演示性增加有效溶解氧，不代表具体设备的现场增氧能力,73,1.1,0.4,-0.5,0.9,11.336860817035344,False,True
转移准备（未执行）,60.9877,40.354647945205485,60.9877,2911.39545,3.3731,46.98472602739726,4,较高：建议加密监测,只缩短响应准备时间；未执行转移，因此不降低藻华暴露或生理压力,73,1.1,0.4,-0.5,0.9,0.0,False,False
降低投喂+增氧,52.7085,35.25198767123288,52.7085,2543.0408499999994,4.939,35.46946438356164,8,较高：建议加密监测,联合演示降低耗氧代理负荷与提高有效溶解氧的权衡,73,1.1,0.4,-0.5,0.9,12.652166506614572,True,True
维持监测,61.9285,40.94433698630137,61.9285,2953.97235,3.2926,46.50680136986302,18,较高：建议加密监测,不改变投喂或供氧，仅持续监测并保留基准轨迹,74,1.1,0.4,-0.5,1.0,0.0,False,False
降低投喂40%,60.97,40.32627808219178,60.97,2909.3333000000002,3.367,28.17297808219178,12,较高：建议加密监测,降低代谢与耗氧代理负荷，同时牺牲短期摄食机会,74,1.1,0.4,-0.5,1.0,1.5111532780596193,False,False
启动增氧,54.7769,36.520130136986296,54.7769,2634.58105,4.7926,57.44129452054795,10,较高：建议加密监测,演示性增加有效溶解氧，不代表具体设备的现场增氧能力,74,1.1,0.4,-0.5,1.0,10.812264373429231,False,True
转移准备（未执行）,61.9285,40.94433698630137,61.9285,2953.97235,3.2926,46.50680136986302,4,较高：建议加密监测,只缩短响应准备时间；未执行转移，因此不降低藻华暴露或生理压力,74,1.1,0.4,-0.5,1.0,0.0,False,False
降低投喂+增氧,53.8426,35.93961643835616,53.8426,2592.6707,4.867,34.942665753424656,8,较高：建议加密监测,联合演示降低耗氧代理负荷与提高有效溶解氧的权衡,74,1.1,0.4,-0.5,1.0,12.231043733364663,True,True
维持监测,62.614,41.37543835616439,62.614,2985.1,3.2329,46.168827397260266,18,较高：建议加密监测,不改变投喂或供氧，仅持续监测并保留基准轨迹,75,1.1,0.4,-0.5,1.1,0.0,False,False
降低投喂40%,61.6558,40.75513835616438,61.6558,2940.2972,3.3136,27.971912328767125,12,较高：建议加密监测,降低代谢与耗氧代理负荷，同时牺牲短期摄食机会,75,1.1,0.4,-0.5,1.1,1.5008810425111365,False,False
启动增氧,55.678,37.072324657534246,55.678,2674.4407,4.7329,56.724847945205475,10,较高：建议加密监测,演示性增加有效溶解氧，不代表具体设备的现场增氧能力,75,1.1,0.4,-0.5,1.1,10.406998090516224,False,True
转移准备（未执行）,62.614,41.37543835616439,62.614,2985.1,3.2329,46.168827397260266,4,较高：建议加密监测,只缩短响应准备时间；未执行转移，因此不降低藻华暴露或生理压力,75,1.1,0.4,-0.5,1.1,0.0,False,False
降低投喂+增氧,54.6902,36.455573972602735,54.6902,2629.9118,4.8136,34.54900000000001,8,较高：建议加密监测,联合演示降低耗氧代理负荷与提高有效溶解氧的权衡,75,1.1,0.4,-0.5,1.1,11.898703561019735,True,True
维持监测,59.4022,39.367768493150685,59.4022,2840.1459999999997,3.8731,49.50303561643835,18,较高：建议加密监测,不改变投喂或供氧，仅持续监测并保留基准轨迹,76,1.1,0.4,0.0,0.9,0.0,False,False
降低投喂40%,58.4173,38.74127808219178,58.4173,2794.90465,3.939,30.04873698630137,12,较高：建议加密监测,降低代谢与耗氧代理负荷，同时牺牲短期摄食机会,76,1.1,0.4,0.0,0.9,1.5929233919664618,False,False
启动增氧,50.3168,33.81785205479452,50.3168,2439.5447999999997,5.3731,63.13009452054795,10,较高：建议加密监测,演示性增加有效溶解氧，不代表具体设备的现场增氧能力,76,1.1,0.4,0.0,0.9,14.104950942662812,False,True
转移准备（未执行）,59.4022,39.367768493150685,59.4022,2840.1459999999997,3.8731,49.50303561643835,4,较高：建议加密监测,只缩短响应准备时间；未执行转移，因此不降低藻华暴露或生理压力,76,1.1,0.4,0.0,0.9,0.0,False,False
降低投喂+增氧,49.6827,33.43262328767123,49.6827,2411.7401499999996,5.439,38.21604383561643,8,中等：持续跟踪变化,联合演示降低耗氧代理负荷与提高有效溶解氧的权衡,76,1.1,0.4,0.0,0.9,15.083937586307187,True,True
维持监测,60.4576,40.02576027397261,60.4576,2887.6517,3.7926,48.8260890410959,18,较高：建议加密监测,不改变投喂或供氧，仅持续监测并保留基准轨迹,77,1.1,0.4,0.0,1.0,0.0,False,False
降低投喂40%,59.4547,39.38415753424658,59.4547,2841.3161499999997,3.867,29.65563698630137,12,较高：建议加密监测,降低代谢与耗氧代理负荷，同时牺牲短期摄食机会,77,1.1,0.4,0.0,1.0,1.604610071221548,False,False
启动增氧,51.4142,34.478326027397266,51.4142,2487.2107,5.2926,62.30092602739726,10,较高：建议加密监测,演示性增加有效溶解氧，不代表具体设备的现场增氧能力,77,1.1,0.4,0.0,1.0,13.867358033519062,False,True
转移准备（未执行）,60.4576,40.02576027397261,60.4576,2887.6517,3.7926,48.8260890410959,4,较高：建议加密监测,只缩短响应准备时间；未执行转移，因此不降低藻华暴露或生理压力,77,1.1,0.4,0.0,1.0,0.0,False,False
降低投喂+增氧,50.6966,34.039834246575346,50.6966,2455.5596,5.367,37.77491232876713,8,较高：建议加密监测,联合演示降低耗氧代理负荷与提高有效溶解氧的权衡,77,1.1,0.4,0.0,1.0,14.963442440097602,True,True
维持监测,61.2259,40.50645890410959,61.2259,2922.35855,3.7329,48.34622739726028,18,较高：建议加密监测,不改变投喂或供氧，仅持续监测并保留基准轨迹,78,1.1,0.4,0.0,1.1,0.0,False,False
降低投喂40%,60.2129,39.855657534246575,60.2129,2875.35655,3.8136,29.374960273972604,12,较高：建议加密监测,降低代谢与耗氧代理负荷，同时牺牲短期摄食机会,78,1.1,0.4,0.0,1.1,1.608358426791947,False,False
启动增氧,52.2463,34.981261643835616,52.2463,2523.5089500000004,5.2329,61.66461780821918,10,较高：建议加密监测,演示性增加有效溶解氧，不代表具体设备的现场增氧能力,78,1.1,0.4,0.0,1.1,13.648208909888883,False,True
转移准备（未执行）,61.2259,40.50645890410959,61.2259,2922.35855,3.7329,48.34622739726028,4,较高：建议加密监测,只缩短响应准备时间；未执行转移，因此不降低藻华暴露或生理压力,78,1.1,0.4,0.0,1.1,0.0,False,False
降低投喂+增氧,51.4647,34.50153698630137,51.4647,2488.87985,5.3136,37.43635342465753,8,较高：建议加密监测,联合演示降低耗氧代理负荷与提高有效溶解氧的权衡,78,1.1,0.4,0.0,1.1,14.833179864257248,True,True
维持监测,56.8584,37.795495890410955,56.8584,2726.6420000000003,4.3731,53.45275890410959,18,较高：建议加密监测,不改变投喂或供氧，仅持续监测并保留基准轨迹,79,1.1,0.4,0.5,0.9,0.0,False,False
降低投喂40%,55.8839,37.1837602739726,55.8839,2682.47255,4.439,32.49429726027397,12,较高：建议加密监测,降低代谢与耗氧代理负荷，同时牺牲短期摄食机会,79,1.1,0.4,0.5,0.9,1.6199211337608794,False,False
启动增氧,47.8578,32.34813561643836,47.8578,2333.4849999999997,5.8731,66.60140273972603,10,中等：持续跟踪变化,演示性增加有效溶解氧，不代表具体设备的现场增氧能力,79,1.1,0.4,0.5,0.9,14.419091321853056,False,True
转移准备（未执行）,56.8584,37.795495890410955,56.8584,2726.6420000000003,4.3731,53.45275890410959,4,较高：建议加密监测,只缩短响应准备时间；未执行转移，因此不降低藻华暴露或生理压力,79,1.1,0.4,0.5,0.9,0.0,False,False
降低投喂+增氧,47.4663,32.1131397260274,47.4663,2316.52605,5.939,40.176143835616436,8,中等：持续跟踪变化,联合演示降低耗氧代理负荷与提高有效溶解氧的权衡,79,1.1,0.4,0.5,0.9,15.041063329912774,True,True
维持监测,58.0342,38.52188767123288,58.0342,2779.0807,4.2926,52.56624520547946,18,较高：建议加密监测,不改变投喂或供氧，仅持续监测并保留基准轨迹,80,1.1,0.4,0.5,1.0,0.0,False,False
降低投喂40%,57.0143,37.87758630136986,57.0143,2732.55665,4.367,31.993210958904115,12,较高：建议加密监测,降低代谢与耗氧代理负荷，同时牺牲短期摄食机会,80,1.1,0.4,0.5,1.0,1.6740805691608736,False,False
启动增氧,48.7677,32.88974520547945,48.7677,2372.5675499999998,5.7926,66.00872876712329,10,中等：持续跟踪变化,演示性增加有效溶解氧，不代表具体设备的现场增氧能力,80,1.1,0.4,0.5,1.0,14.627612289200535,False,True
转移准备（未执行）,58.0342,38.52188767123288,58.0342,2779.0807,4.2926,52.56624520547946,4,较高：建议加密监测,只缩短响应准备时间；未执行转移，因此不降低藻华暴露或生理压力,80,1.1,0.4,0.5,1.0,0.0,False,False
降低投喂+增氧,48.3104,32.613973972602736,48.3104,2352.6648999999998,5.867,39.86440821917808,8,中等：持续跟踪变化,联合演示降低耗氧代理负荷与提高有效溶解氧的权衡,80,1.1,0.4,0.5,1.0,15.343771773162263,True,True
维持监测,58.8961,39.056568493150685,58.8961,2817.68145,4.2329,51.9263301369863,18,较高：建议加密监测,不改变投喂或供氧，仅持续监测并保留基准轨迹,81,1.1,0.4,0.5,1.1,0.0,False,False
降低投喂40%,57.8466,38.39047671232877,57.8466,2769.5815000000002,4.3136,31.629001369863015,12,较高：建议加密监测,降低代谢与耗氧代理负荷，同时牺牲短期摄食机会,81,1.1,0.4,0.5,1.1,1.707075510611741,False,False
启动增氧,49.4626,33.30482739726027,49.4626,2402.5211,5.7329,65.54473561643836,10,中等：持续跟踪变化,演示性增加有效溶解氧，不代表具体设备的现场增氧能力,81,1.1,0.4,0.5,1.1,14.734112331967125,False,True
转移准备（未执行）,58.8961,39.056568493150685,58.8961,2817.68145,4.2329,51.9263301369863,4,较高：建议加密监测,只缩短响应准备时间；未执行转移，因此不降低藻华暴露或生理压力,81,1.1,0.4,0.5,1.1,0.0,False,False
降低投喂+增氧,48.9523,32.995912328767126,48.9523,2380.22545,5.8136,39.62146849315068,8,中等：持续跟踪变化,联合演示降低耗氧代理负荷与提高有效溶解氧的权衡,81,1.1,0.4,0.5,1.1,15.525388790844335,True,True
